StepId;RecordingId;ProcessId;TimeStamp;StepName;StepDescription;ApplicationProcessName;ApplicationParentWindowName;AutomationStep;NextStepId;label_EventName;label_EventId;Activity
10;Recording_1;Process_1;2022-02-21T02:56:39+00:00;Click UI element in window;Hyperlink ' Form  ... om › forms' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Hyperlink \\' Form  ... om › forms\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 37 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]";12.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
11;Recording_1;Process_1;2022-02-21T02:56:46+00:00;Click UI element in window;Hyperlink 'ACCESS ZOHO FORMS' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Hyperlink \\'ACCESS ZOHO FORMS\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 25 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]";13.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
12;Recording_1;Process_1;2022-02-21T02:57:08+00:00;Populate text field in window;Edit in Pane 'SharePoint - Google Chrome - Name';;;;;;;Populate text field in window
13;Recording_1;Process_1;2022-02-21T02:57:26+00:00;Click UI element in window;List Item in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['List Item'] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 28 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]";15.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
14;Recording_1;Process_1;2022-02-21T02:57:34+00:00;Click UI element in window;List Item 2 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['List Item 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 35 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]";16.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
15;Recording_1;Process_1;2022-02-21T02:57:54+00:00;Populate text field in window;Edit 2 in Pane 'SharePoint - Google Chrome - Name';;;;;;;Populate text field in window
16;Recording_1;Process_1;2022-02-21T02:58:00+00:00;Click UI element in window;Edit 3 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 3'] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 41 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]";18.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
17;Recording_1;Process_1;2022-02-21T02:58:02+00:00;Drag and drop UI element in window;Edit 3 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 3 MouseDownOffsetX: 124 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 3'] MouseUpOffsetY: 3 MouseUpOffsetX: 9 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 3'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]";19.0; Search the file having feedback form instruction;Event_2;Drag and drop UI element in window-chrome
18;Recording_1;Process_1;2022-02-21T02:58:03+00:00;Populate text field in window;Edit 3 in Pane 'SharePoint - Google Chrome - Name';;;;;;;Populate text field in window
19;Recording_1;Process_1;2022-02-21T02:58:09+00:00;Drag and drop UI element in window;Edit 4 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 3 MouseDownOffsetX: 116 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 4'] ControlToDropOver: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 4'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]";21.0; Search the file having feedback form instruction;Event_2;Drag and drop UI element in window-chrome
20;Recording_1;Process_1;2022-02-21T02:58:10+00:00;Populate text field in window;Edit 4 in Pane 'SharePoint - Google Chrome - Name';;;;;;;Populate text field in window
21;Recording_1;Process_1;2022-02-21T02:58:14+00:00;Click UI element in window;List Item 3 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['List Item 3'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -17 OffsetY: 30 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]";23.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
22;Recording_1;Process_1;2022-02-21T02:58:20+00:00;Click UI element in window;Button 'Save' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Button \\'Save\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -15 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]";24.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
23;Recording_1;Process_1;2022-02-21T02:58:33+00:00;Click UI element in window;List Item 4 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['List Item 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 67 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]";25.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
24;Recording_1;Process_1;2022-02-21T02:58:40+00:00;Select tab in window;Tab Item 'Zoho Forms' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.SelectTab Tab: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Tab Item \\'Zoho Forms\\'']\n""]";26.0; Search the file having feedback form instruction;Event_2;Select tab in window-chrome
25;Recording_1;Process_1;2022-02-21T02:58:46+00:00;Click UI element in window;Hyperlink ' Share' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Hyperlink \\'\ue908 Share\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -1 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]";27.0; Search the file having feedback form instruction;Event_2;Click UI element in window-chrome
26;Recording_1;Process_1;2022-02-21T02:58:52+00:00;Drag and drop UI element in window;Edit 5 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 3 MouseDownOffsetX: -12 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 5'] MouseUpOffsetY: 21 MouseUpOffsetX: 9 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 5'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]";28.0; Search the file having feedback form instruction;Event_2;Drag and drop UI element in window-chrome
27;Recording_1;Process_1;2022-02-21T02:58:53+00:00;Send keys;TextToSend:'{LControlKey}({C})';;;"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LControlKey}({C})'\n""]";29.0; Search the file having feedback form instruction;Event_2;Send keys
28;Recording_1;Process_1;2022-02-21T02:59:02+00:00;Click UI element in window;Button 'Zoho Admin Panel - Zoho Directory' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Button \\'Zoho Admin Panel - Zoho Directory\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 38 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]";30.0;Send the form to subordinate;Event_3;Click UI element in window-chrome
29;Recording_1;Process_1;2022-02-21T02:59:32+00:00;Click UI element in window;Text 'Chats' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Text \\'Chats\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 6 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]";31.0;Send the form to subordinate;Event_3;Click UI element in window-chrome
30;Recording_1;Process_1;2022-02-21T02:59:42+00:00;Populate text field in window;Edit 'Search Contacts, Chats & Channels' in Pane 'SharePoint - Google Chrome - Name';;;;;;;Populate text field in window
31;Recording_1;Process_1;2022-02-21T02:59:47+00:00;Click UI element in window;Group in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 69 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]";33.0;Send the form to subordinate;Event_3;Click UI element in window-chrome
32;Recording_1;Process_1;2022-02-21T02:59:53+00:00;Press button in window;Button 'Choose Files' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.PressButton Button: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Button \\'Choose Files\\'']\n""]";34.0;Send the form to subordinate;Event_3;Press button in window-chrome
33;Recording_1;Process_1;2022-02-21T02:59:54+00:00;Populate text field in window;Edit 6 in Pane 'SharePoint - Google Chrome - Name';;;;;;;Populate text field in window
34;Recording_1;Process_1;2022-02-21T03:00:01+00:00;Click UI element in window;Text 'Message queuing service' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Text \\'Message queuing service\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 16 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]";36.0;Send the form to subordinate;Event_3;Click UI element in window-chrome
35;Recording_1;Process_1;2022-02-21T03:00:03+00:00;Click UI element in window;Edit 6 in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Edit 6'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 56 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]";37.0;Send the form to subordinate;Event_3;Click UI element in window-chrome
36;Recording_1;Process_1;2022-02-21T03:00:04+00:00;Send keys;TextToSend:'{Return}';;;"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]";38.0;Send the form to subordinate;Event_3;Send keys
37;Recording_1;Process_1;2022-02-21T03:00:11+00:00;Click UI element in window;Text '.NET Framework  ...  features.' in Pane 'SharePoint - Google Chrome - Name';chrome;SharePoint - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'SharePoint - Google Chrome - Name\\'']['Text \\'.NET Framework  ...  features.\\''] ClickType: UIAutomation.ClickType.LeftButtonDown\n""]";39.0;Send the form to subordinate;Event_3;Click UI element in window-chrome
38;Recording_1;Process_1;2022-02-21T03:00:32+00:00;Press button in window;Microsoft Teams - 1 running window in Quick Launch Bar;;;"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]";40.0;Create a tasks through roadmap app;Event_4;Press button in window
39;Recording_1;Process_1;2022-02-21T03:00:35+00:00;Click UI element in window;Pane in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Pane'] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 1 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]";41.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
40;Recording_1;Process_1;2022-02-21T03:00:41+00:00;Click UI element in window;List Item 'Trello' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Trello\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -5 OffsetY: -35 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]";42.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
41;Recording_1;Process_1;2022-02-21T03:00:50+00:00;Drag and drop UI element in window;Document in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.DragAndDropElement MouseDownOffsetY: 8 MouseDownOffsetX: -8 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Document'] MouseUpOffsetY: -39 MouseUpOffsetX: -15 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Document'] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]";43.0;Create a tasks through roadmap app;Event_4;Drag and drop UI element in window-Teams
42;Recording_1;Process_1;2022-02-21T03:00:53+00:00;Click UI element in window;Text 'Demo' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Text \\'Demo\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -1 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]";44.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
43;Recording_1;Process_1;2022-02-21T03:00:56+00:00;Click UI element in window;Button 'Save' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Save\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -29 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]";45.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
44;Recording_1;Process_1;2022-02-21T03:01:08+00:00;Click UI element in window;Hyperlink 'Add a card' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Add a card\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -38 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]";46.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
45;Recording_1;Process_1;2022-02-21T03:01:29+00:00;Populate text field in window;Edit 'Enter a title for this card…' in Pane 'General  ...  Teams, Main Window';;;;;;;Populate text field in window
46;Recording_1;Process_1;2022-02-21T03:01:37+00:00;Drag and drop UI element in window;Text 'Task to conduct employee feedback on Leave policy' in Button 'Add card' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: 24 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDrag: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Add card\\''] MouseUpOffsetY: 8 MouseUpOffsetX: 25 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleLeft ControlToDropOver: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Text \\'Task to conduct employee feedback on Leave policy\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]";48.0;Create a tasks through roadmap app;Event_4;Drag and drop UI element in window-Teams
47;Recording_1;Process_1;2022-02-21T03:01:39+00:00;Click UI element in window;Hyperlink 'Discuss  ...  has a description.' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Discuss  ...  has a description.\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -48 OffsetY: -16 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]";49.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
48;Recording_1;Process_1;2022-02-21T03:01:56+00:00;Populate text field in window;Edit 'Add a more detailed description…' in Pane 'General  ...  Teams, Main Window';;;;;;;Populate text field in window
49;Recording_1;Process_1;2022-02-21T03:02:05+00:00;Click UI element in window;Hyperlink 'Join' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Join\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 51 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]";51.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
50;Recording_1;Process_1;2022-02-21T03:02:10+00:00;Click UI element in window;Hyperlink 'Join' in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Join\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 51 OffsetY: 8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]";52.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
51;Recording_1;Process_1;2022-02-21T03:02:20+00:00;Click UI element in window;Hyperlink 'Add a card' 2 in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Hyperlink \\'Add a card\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 23 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]";55.0;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
52;Recording_1;Process_1;2022-02-21T03:02:46+00:00;Click UI element in window;Button 'Save' 2 in Pane 'General  ...  Teams, Main Window';Teams;General (Project RoadMap) | Microsoft Teams, Main Window;"[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Save\\' 2'] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -3 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n"", '# End of autogenerated actions using the desktop recorder\n']";;Create a tasks through roadmap app;Event_4;Click UI element in window-Teams
0;Recording_2;Process_2;2022-02-21T06:41:31+00:00;Select menu option in window;Google Chrome - 3 running windows in Quick Launch Bar;;;"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 3 running windows']\n""]";2.0;Login to collaborative tool;Event_5;Select menu option in window
1;Recording_2;Process_2;2022-02-21T06:41:34+00:00;Click UI element in window;List Item 'New Tab - Google Chrome' in List 'Task Switcher';;Task Switcher;"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -38 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]";3.0;Login to collaborative tool;Event_5;Click UI element in window
2;Recording_2;Process_2;2022-02-21T06:41:36+00:00;Press button in window;Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name';chrome;New Tab - Google Chrome - Name;"[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]";4.0;Login to collaborative tool;Event_5;Press button in window-chrome
3;Recording_2;Process_2;2022-02-21T06:41:39+00:00;Click UI element in window;Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name';chrome;New Tab - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]";5.0;Login to collaborative tool;Event_5;Click UI element in window-chrome
4;Recording_2;Process_2;2022-02-21T06:41:43+00:00;Click UI element in window;Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name';chrome;New Tab - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 67 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]";6.0;Login to collaborative tool;Event_5;Click UI element in window-chrome
5;Recording_2;Process_2;2022-02-21T06:41:46+00:00;Select menu option in window;Menu Item 'New' in Pane 'New Tab - Google Chrome - Name';chrome;New Tab - Google Chrome - Name;"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'New\\'']\n""]";7.0; To collect the feedback points on ongoing project, prepare a word document;Event_6;Select menu option in window-chrome
6;Recording_2;Process_2;2022-02-21T06:41:49+00:00;Click UI element in window;Group in Pane 'New Tab - Google Chrome - Name';chrome;New Tab - Google Chrome - Name;"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -30 OffsetY: 52 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]";8.0; To collect the feedback points on ongoing project, prepare a word document;Event_6;Click UI element in window-chrome
