StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
33,Recording_106,Process_42,2022-02-17T11:03:28+00:00,Click UI element in window,Hyperlink 'Group  ...  group-chat-software' in Window 'teams -  ...  (Private Browsing)',firefox,teams - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'teams -  ...  (Private Browsing)\\'']['Hyperlink \\'Group  ...  group-chat-software\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 123 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",35.0,Share the survey form to new joinee,Event_498,firefoxClick UI element in window
34,Recording_106,Process_42,2022-02-17T11:03:32+00:00,Click UI element in window,Hyperlink 'Sign in and get started with Teams.' in Window 'Group Chat  ...  (Private Browsing)',firefox,Group Chat Software - Free Chat for Teams | Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Group Chat  ...  (Private Browsing)\\'']['Hyperlink \\'Sign in and get started with Teams.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",36.0,Share the survey form to new joinee,Event_498,firefoxClick UI element in window
35,Recording_106,Process_42,2022-02-17T11:03:58+00:00,Populate text field in window,Edit 'To:' in Window 'Chat |  ...  (Private Browsing)',,,,,,,Populate text field in window
36,Recording_106,Process_42,2022-02-17T11:04:06+00:00,Select menu option in window,Menu Item 'NAME NAME POOBHT' in Window 'Chat |  ...  (Private Browsing)',firefox,Chat | Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Chat |  ...  (Private Browsing)\\'']['Menu Item \\'NAME NAME POOBHT\\'']\n""]",38.0,Share the survey form to new joinee,Event_498,firefoxSelect menu option in window
37,Recording_106,Process_42,2022-02-17T11:04:14+00:00,Click UI element in window,"Edit 'Type a new message, editing' in Window 'Chat |  ...  (Private Browsing)'",firefox,Chat | Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Chat |  ...  (Private Browsing)\\'']['Edit \\'Type a new message, editing\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 84 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",39.0,Share the survey form to new joinee,Event_498,firefoxClick UI element in window
38,Recording_106,Process_42,2022-02-17T11:04:18+00:00,Populate text field in window,"Edit 'Type a new message, editing' in Window '(1) NAME  ...  (Private Browsing)'",,,,,,,Populate text field in window
39,Recording_106,Process_42,2022-02-17T11:04:34+00:00,Press button in window,Button 'Send' in Window '(1) NAME  ...  (Private Browsing)',firefox,(1) NAME NAME | Microsoft Teams — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'(1) NAME  ...  (Private Browsing)\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Share the survey form to new joinee,Event_498,firefoxPress button in window
0,Recording_107,Process_42,2022-02-17T11:37:15+00:00,Press button in window,Button 'Zoho Admin Panel - Zoho Directory' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'Zoho Admin Panel - Zoho Directory\\'']\n""]",2.0,Go to the Company's employee record tool,Event_499,chromePress button in window
1,Recording_107,Process_42,2022-02-17T11:37:17+00:00,Click UI element in window,Text '' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Text \\'\uea53\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",3.0,Go to the Company's employee record tool,Event_499,chromeClick UI element in window
2,Recording_107,Process_42,2022-02-17T11:37:22+00:00,Press button in window,Button 'Add User' 3 in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'\uea04Add User\\' 3']\n""]",4.0,Add new joinee to the record tool,Event_500,chromePress button in window
3,Recording_107,Process_42,2022-02-17T11:37:26+00:00,Populate text field in window,Edit 'Name' 2 in Pane 'Zoho Admin  ...  Chrome - Name',,,,,,,Populate text field in window
4,Recording_107,Process_42,2022-02-17T11:37:28+00:00,Click UI element in window,Text 'Zoho' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Text \\'Zoho\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",6.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
5,Recording_107,Process_42,2022-02-17T11:37:30+00:00,Populate text field in window,Edit 'Smith' 2 in Pane 'Zoho Admin  ...  Chrome - Name',,,,,,,Populate text field in window
6,Recording_107,Process_42,2022-02-17T11:37:32+00:00,Click UI element in window,Edit 'Smith' 2 in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Edit \\'Smith\\' 2'] ClickType: UIAutomation.ClickType.LeftClick\n""]",8.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
7,Recording_107,Process_42,2022-02-17T11:37:44+00:00,Populate text field in window,Edit 'Email@Domain' 2 in Pane 'Zoho Admin  ...  Chrome - Name',,,,,,,Populate text field in window
8,Recording_107,Process_42,2022-02-17T11:37:49+00:00,Press button in window,Button 'Add' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'Add\\'']\n""]",10.0,Add new joinee to the record tool,Event_500,chromePress button in window
9,Recording_107,Process_42,2022-02-17T11:37:56+00:00,Press button in window,Button 'Done' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'Done\\'']\n""]",11.0,Add new joinee to the record tool,Event_500,chromePress button in window
10,Recording_107,Process_42,2022-02-17T11:38:01+00:00,Press button in window,Button '' 2 in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'\ue94a\\' 2']\n""]",12.0,Add new joinee to the record tool,Event_500,chromePress button in window
11,Recording_107,Process_42,2022-02-17T11:38:35+00:00,Click UI element in window,Text '' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Text \\'\ue9ea\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 6 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",13.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
12,Recording_107,Process_42,2022-02-17T11:38:57+00:00,Select menu option in window,Menu Item 'View site Usernamermation' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Menu Item \\'View site Usernamermation\\'']\n""]",14.0,Add new joinee to the record tool,Event_500,chromeSelect menu option in window
13,Recording_107,Process_42,2022-02-17T11:39:03+00:00,Click UI element in window,Text '' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Text \\'\ue9ea\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",16.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
14,Recording_107,Process_42,2022-02-17T11:39:09+00:00,Press button in window,Button 'Approve' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'Approve\\'']\n""]",17.0,Add new joinee to the record tool,Event_500,chromePress button in window
15,Recording_107,Process_42,2022-02-17T11:39:11+00:00,Click UI element in window,Group 4 in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Group 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -4 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",18.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
16,Recording_107,Process_42,2022-02-17T11:39:12+00:00,Click UI element in window,Text 'Manager' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Text \\'Manager\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -9 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",20.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
17,Recording_107,Process_42,2022-02-17T11:39:15+00:00,Click UI element in window,Hyperlink 'Select Profile ' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Hyperlink \\'Select Profile \ue93e\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -17 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",21.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
18,Recording_107,Process_42,2022-02-17T11:39:16+00:00,Click UI element in window,List in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['List'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 85 OffsetY: -15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",22.0,Add new joinee to the record tool,Event_500,chromeClick UI element in window
19,Recording_107,Process_42,2022-02-17T11:39:17+00:00,Press button in window,Button 'Done' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'Done\\'']\n""]",23.0,Add new joinee to the record tool,Event_500,chromePress button in window
20,Recording_107,Process_42,2022-02-17T11:39:18+00:00,Press button in window,Button 'Assign (1)' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'Assign (1)\\'']\n""]",24.0,Add new joinee to the record tool,Event_500,chromePress button in window
21,Recording_107,Process_42,2022-02-17T11:39:23+00:00,Press button in window,Button 'New Tab' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.PressButton Button: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Button \\'New Tab\\'']\n""]",25.0, open the online form app,Event_501,chromePress button in window
22,Recording_107,Process_42,2022-02-17T11:39:25+00:00,Click UI element in window,Edit 'Address and search bar' in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Edit \\'Address and search bar\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 169 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",26.0, open the online form app,Event_501,chromeClick UI element in window
23,Recording_107,Process_42,2022-02-17T11:39:27+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'Zoho Admin  ...  Chrome - Name',,,,,,,Populate text field in window
24,Recording_107,Process_42,2022-02-17T11:39:28+00:00,Click UI element in window,Pane 2 in Pane 'Zoho Admin  ...  Chrome - Name',chrome,Zoho Admin Panel - Zoho Directory - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'Zoho Admin  ...  Chrome - Name\\'']['Pane 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",28.0, open the online form app,Event_501,chromeClick UI element in window
