StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
35,Recording_109,Process_43,2022-02-18T04:54:54+00:00,Click UI element in window,Group 'New Message' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group \\'New Message\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 92 OffsetY: 53 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",37.0,Send graph via mail to superior ,Event_513,chromeClick UI element in window
36,Recording_109,Process_43,2022-02-18T04:55:00+00:00,Populate text field in window,Edit 'Subject' in Pane 'New Tab - Google Chrome - Name',,,,,,,Populate text field in window
37,Recording_109,Process_43,2022-02-18T04:55:06+00:00,Select menu option in window,Menu Item 'Attach files' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'Attach files\\'']\n""]",39.0,Send graph via mail to superior ,Event_513,chromeSelect menu option in window
38,Recording_109,Process_43,2022-02-18T04:55:31+00:00,Click UI element in window,Button 'Send ‪(Ctrl-Enter)‬' in Pane 'New Tab - Google Chrome - Name',chrome,New Tab - Google Chrome - Name,"[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'Send \u202a(Ctrl-Enter)\u202c\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 18 OffsetY: -11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n"", '# End of autogenerated actions using the desktop recorder\n']",,Send graph via mail to superior ,Event_513,chromeClick UI element in window
0,Recording_132,Process_43,2022-02-18T06:47:42+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",2.0,Go to the cloud storage,Event_600,Select menu option in window
1,Recording_132,Process_43,2022-02-18T06:47:44+00:00,Click UI element in window,List Item 'Process  ...  — Mozilla Firefox' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Process  ...  — Mozilla Firefox\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3.0,Go to the cloud storage,Event_600,Click UI element in window
2,Recording_132,Process_43,2022-02-18T06:47:47+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'Process advisor | Power Automate — Mozilla Firefox',firefox,Process advisor | Power Automate — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Process advisor | Power Automate — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",4.0,Go to the cloud storage,Event_600,firefoxPress button in window
3,Recording_132,Process_43,2022-02-18T06:47:51+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox',,,,,,,Populate text field in window
4,Recording_132,Process_43,2022-02-18T06:47:52+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",6.0,Go to the cloud storage,Event_600,Send keys
5,Recording_132,Process_43,2022-02-18T06:47:56+00:00,Click UI element in window,Hyperlink 'Free  ... 365 › o...' in Window 'onedrrive - Google Search — Mozilla Firefox',firefox,onedrrive - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'onedrrive - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Free  ... 365 › o...\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 120 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",7.0,Go to the cloud storage,Event_600,firefoxClick UI element in window
6,Recording_132,Process_43,2022-02-18T06:47:59+00:00,Click UI element in window,Hyperlink 'Sign in to your account' 4 in Window 'Free Cloud  ...  — Mozilla Firefox',firefox,Free Cloud Storage - Share Files & Photos | Microsoft OneDrive — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Free Cloud  ...  — Mozilla Firefox\\'']['Hyperlink \\'Sign in to your account\\' 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: 14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",8.0,Go to the cloud storage,Event_600,firefoxClick UI element in window
7,Recording_132,Process_43,2022-02-18T06:48:06+00:00,Click UI element in window,Hyperlink ' ...  7 minutes ago' in Window 'My files - OneDrive — Mozilla Firefox',firefox,My files - OneDrive — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'My files - OneDrive — Mozilla Firefox\\'']['Hyperlink \\' ...  7 minutes ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -56 OffsetY: -27 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",9.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxClick UI element in window
8,Recording_132,Process_43,2022-02-18T06:48:10+00:00,Click UI element in window,Hyperlink 'Employee  ...  7 minutes ago' in Window 'Documents - OneDrive — Mozilla Firefox',firefox,Documents - OneDrive — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Documents - OneDrive — Mozilla Firefox\\'']['Hyperlink \\'Employee  ...  7 minutes ago\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: 25 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",10.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxClick UI element in window
9,Recording_132,Process_43,2022-02-18T06:48:27+00:00,Select menu option in window,Menu Item 'File' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Menu Item \\'File\\'']\n""]",11.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxSelect menu option in window
10,Recording_132,Process_43,2022-02-18T06:48:33+00:00,Click UI element in window,List Item 'Save As' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['List Item \\'Save As\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -41 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",12.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxClick UI element in window
11,Recording_132,Process_43,2022-02-18T06:48:37+00:00,Click UI element in window,List Item 'Download  ...  to your computer.' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['List Item \\'Download  ...  to your computer.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -66 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",13.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxClick UI element in window
12,Recording_132,Process_43,2022-02-18T06:48:41+00:00,Select radio button in window,Radio Button 'Save File' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.SelectRadioButton RadioButton: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Radio Button \\'Save File\\'']\n""]",14.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxSelect radio button in window
13,Recording_132,Process_43,2022-02-18T06:48:43+00:00,Press button in window,Button 'OK' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Button \\'OK\\'']\n""]",15.0,Locate the employee salary detail spreadsheet & save it,Event_601,firefoxPress button in window
14,Recording_132,Process_43,2022-02-18T06:48:49+00:00,Press button in window,Button 'Firefox' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Button \\'Firefox\\'']\n""]",16.0,Open the business analytic tool,Event_602,firefoxPress button in window
15,Recording_132,Process_43,2022-02-18T06:48:51+00:00,Press button in window,Button 'New private window' in Window 'Employee  ...  — Mozilla Firefox',firefox,Employee Salary Details.xlsx - Microsoft Excel Online — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Employee  ...  — Mozilla Firefox\\'']['Button \\'New private window\\'']\n""]",17.0,Open the business analytic tool,Event_602,firefoxPress button in window
16,Recording_132,Process_43,2022-02-18T06:48:58+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)',,,,,,,Populate text field in window
17,Recording_132,Process_43,2022-02-18T06:48:59+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",19.0,Open the business analytic tool,Event_602,Send keys
18,Recording_132,Process_43,2022-02-18T06:49:06+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)',firefox,o365 - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'o365 -  ...  (Private Browsing)\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 82 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,Open the business analytic tool,Event_602,firefoxClick UI element in window
19,Recording_132,Process_43,2022-02-18T06:49:13+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Menu Item \\'App launcher\\'']\n""]",21.0,Open the business analytic tool,Event_602,firefoxSelect menu option in window
