StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
10,Recording_12,Process_10,2022-02-22T09:30:24+00:00,Press button in window,"Button 'Set due date' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Set due date\\'']\n""]",12.0,Open the planning app and prepare a task,Event_51,TeamsPress button in window
11,Recording_12,Process_10,2022-02-22T09:30:32+00:00,Click UI element in window,"Data Item 'February 23, 2022' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Data Item \\'February 23, 2022\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",13.0,Open the planning app and prepare a task,Event_51,TeamsClick UI element in window
12,Recording_12,Process_10,2022-02-22T09:30:38+00:00,Click UI element in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Not assigned, Open to assign users to this task\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 62 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",14.0,Open the planning app and prepare a task,Event_51,TeamsClick UI element in window
13,Recording_12,Process_10,2022-02-22T09:30:55+00:00,Drag and drop UI element in window,"Button 'Add task' in List Item 'Name Surname' in Pane 'General  ...  Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -8 MouseDownOffsetX: 36 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDrag: appmask['Pane \\'General  ...  Teams, Main Window\\'']['List Item \\'Name Surname\\''] MouseUpOffsetY: -3 MouseUpOffsetX: 43 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomLeft ControlToDropOver: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Add task\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",15.0,Open the planning app and prepare a task,Event_51,TeamsDrag and drop UI element in window
14,Recording_12,Process_10,2022-02-22T09:31:09+00:00,Click UI element in window,Microsoft Edge (2) - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.Click Element: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows'] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -2 OffsetY: -12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",16.0,"To conduct the Employee survey, prepare a form",Event_52,Click UI element in window
15,Recording_12,Process_10,2022-02-22T09:31:17+00:00,Click UI element in window,List Item 'microsoft  ...  - Microsoft​ Edge' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'microsoft  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -53 OffsetY: 17 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",17.0,"To conduct the Employee survey, prepare a form",Event_52,Click UI element in window
16,Recording_12,Process_10,2022-02-22T09:31:22+00:00,Click UI element in window,Hyperlink 'Microsoft Forms' in Window 'microsoft  ...  - Microsoft​ Edge',msedge,microsoft forms - Search and 2 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Microsoft Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 9 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18.0,"To conduct the Employee survey, prepare a form",Event_52,msedgeClick UI element in window
17,Recording_12,Process_10,2022-02-22T09:31:31+00:00,Press button in window,Button 'New Form' in Window 'Microsoft  ...  - Microsoft​ Edge' 2,msedge,Microsoft Forms and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 2']['Button \\'New Form\\'']\n""]",19.0,"To conduct the Employee survey, prepare a form",Event_52,msedgePress button in window
18,Recording_12,Process_10,2022-02-22T09:31:42+00:00,Click UI element in window,Group 'Untitled form Form Title Designer' in Window 'Untitled  ...  - Microsoft​ Edge',msedge,Untitled form (Edit) Microsoft Forms and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Untitled  ...  - Microsoft\u200b Edge\\'']['Group \\'Untitled form Form Title Designer\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 183 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20.0,"To conduct the Employee survey, prepare a form",Event_52,msedgeClick UI element in window
19,Recording_12,Process_10,2022-02-22T09:32:00+00:00,Populate text field in window,Edit 'Form title' in Window 'Untitled  ...  - Microsoft​ Edge' 2,,,,,,,Populate text field in window
20,Recording_12,Process_10,2022-02-22T09:32:21+00:00,Click UI element in window,Edit 'Question title' in Window 'Feedback  ...  - Microsoft​ Edge',msedge,Feedback form for new cafeteria facility (Edit) Microsoft Forms and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Edit \\'Question title\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 79 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",22.0,"To conduct the Employee survey, prepare a form",Event_52,msedgeClick UI element in window
21,Recording_12,Process_10,2022-02-22T09:32:42+00:00,Populate text field in window,Edit 'Question title' in Window 'Feedback  ...  - Microsoft​ Edge' 2,,,,,,,Populate text field in window
22,Recording_12,Process_10,2022-02-22T09:33:00+00:00,Populate text field in window,Edit 'Choice Option Text' in Window 'Feedback  ...  - Microsoft​ Edge' 2,,,,,,,Populate text field in window
23,Recording_12,Process_10,2022-02-22T09:33:05+00:00,Click UI element in window,Text 'Option 2' in Window 'Feedback  ...  - Microsoft​ Edge',msedge,Feedback form for new cafeteria facility (Edit) Microsoft Forms and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Text \\'Option 2\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -17 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",25.0,"To conduct the Employee survey, prepare a form",Event_52,msedgeClick UI element in window
24,Recording_12,Process_10,2022-02-22T09:33:08+00:00,Populate text field in window,Edit 'Choice Option Text' 2 in Window 'Feedback  ...  - Microsoft​ Edge' 2,,,,,,,Populate text field in window
25,Recording_12,Process_10,2022-02-22T09:33:32+00:00,Click UI element in window,Tab Item 'Responses' in Window 'Feedback  ...  - Microsoft​ Edge' 2,msedge,Feedback form for new cafeteria facility (Edit) Microsoft Forms and 4 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\' 2']['Tab Item \\'Responses\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 4 OffsetY: -14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",27.0,"To conduct the Employee survey, prepare a form",Event_52,msedgeClick UI element in window
26,Recording_12,Process_10,2022-02-22T09:33:51+00:00,Press button in window,Button 'Distill Web Monitor Has access to this site' in Window 'Feedback  ...  - Microsoft​ Edge',msedge,Feedback form for new cafeteria facility (Edit) Microsoft Forms and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Feedback  ...  - Microsoft\u200b Edge\\'']['Button \\'Distill Web Monitor Has access to this site\\'']\n""]",28.0,Login to the syndication tool,Event_53,msedgePress button in window
27,Recording_12,Process_10,2022-02-22T09:35:09+00:00,Click UI element in window,Hyperlink 'Email' in Window 'Watchlist -  ...  - Microsoft​ Edge',msedge,Watchlist - Distill Web Monitor and 3 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'\uf003Email\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 70 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",29.0,Create the feed to get the notification when the response is submitted,Event_54,msedgeClick UI element in window
28,Recording_12,Process_10,2022-02-22T09:35:23+00:00,Click UI element in window,Combo Box in Window 'Watchlist -  ...  - Microsoft​ Edge' 2,msedge,Watchlist - Distill Web Monitor and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\' 2']['Combo Box'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -22 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",30.0,Create the feed to get the notification when the response is submitted,Event_54,msedgeClick UI element in window
29,Recording_12,Process_10,2022-02-22T09:36:01+00:00,Click UI element in window,Edit 'Text' in Window 'Watchlist -  ...  - Microsoft​ Edge' 2,msedge,Watchlist - Distill Web Monitor and 5 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Text\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 66 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",31.0,Create the feed to get the notification when the response is submitted,Event_54,msedgeClick UI element in window
30,Recording_12,Process_10,2022-02-22T09:36:02+00:00,Populate text field in window,Edit 'Number' in Window 'Watchlist -  ...  - Microsoft​ Edge' 3,,,,,,,Populate text field in window
31,Recording_12,Process_10,2022-02-22T09:36:15+00:00,Click UI element in window,Button 'Save' in Window 'Watchlist -  ...  - Microsoft​ Edge' 3,msedge,Watchlist - Distill Web Monitor and 6 more pages - Personal - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Watchlist -  ...  - Microsoft\u200b Edge\\' 3']['Button \\'Save\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -29 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n"", '# End of autogenerated actions using the desktop recorder\n']",,Create the feed to get the notification when the response is submitted,Event_54,msedgeClick UI element in window
0,Recording_34,Process_10,2022-02-22T09:16:28+00:00,Press button in window,Firefox - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Firefox - 1 running window']\n""]",2.0,Go to the planner and prepare a plan,Event_162,Press button in window
1,Recording_34,Process_10,2022-02-22T09:16:33+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox',,,,,,,Populate text field in window
2,Recording_34,Process_10,2022-02-22T09:16:33+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",4.0,Go to the planner and prepare a plan,Event_162,Send keys
3,Recording_34,Process_10,2022-02-22T09:16:38+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox',firefox,o365 - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'o365 - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -25 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",5.0,Go to the planner and prepare a plan,Event_162,firefoxClick UI element in window
4,Recording_34,Process_10,2022-02-22T09:16:48+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Menu Item \\'App launcher\\'']\n""]",6.0,Go to the planner and prepare a plan,Event_162,firefoxSelect menu option in window
5,Recording_34,Process_10,2022-02-22T09:16:53+00:00,Click UI element in window,Hyperlink 'Planner' in Window 'Microsoft Office Home — Mozilla Firefox',firefox,Microsoft Office Home — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'Planner\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 23 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",7.0,Go to the planner and prepare a plan,Event_162,firefoxClick UI element in window
6,Recording_34,Process_10,2022-02-22T09:17:03+00:00,Select menu option in window,Menu Item 'New plan' in Window 'Hub - Planner — Mozilla Firefox',firefox,Hub - Planner — Mozilla Firefox,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Hub - Planner — Mozilla Firefox\\'']['Menu Item \\'New plan\\'']\n""]",8.0,Go to the planner and prepare a plan,Event_162,firefoxSelect menu option in window
7,Recording_34,Process_10,2022-02-22T09:17:16+00:00,Populate text field in window,Edit 'Plan name' in Window 'Hub - Planner — Mozilla Firefox',,,,,,,Populate text field in window
8,Recording_34,Process_10,2022-02-22T09:17:22+00:00,Press button in window,Button 'Choose a group for your plan' in Window 'Hub - Planner — Mozilla Firefox',firefox,Hub - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Hub - Planner — Mozilla Firefox\\'']['Button \\'Choose a group for your plan\\'']\n""]",10.0,Go to the planner and prepare a plan,Event_162,firefoxPress button in window
9,Recording_34,Process_10,2022-02-22T09:17:25+00:00,Click UI element in window,List Item 'Project RoadMap' in Window 'Hub - Planner — Mozilla Firefox',firefox,Hub - Planner — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Hub - Planner — Mozilla Firefox\\'']['List Item \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",11.0,Go to the planner and prepare a plan,Event_162,firefoxClick UI element in window
10,Recording_34,Process_10,2022-02-22T09:17:35+00:00,Press button in window,Button 'Create plan' in Window 'Hub - Planner — Mozilla Firefox',firefox,Hub - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Hub - Planner — Mozilla Firefox\\'']['Button \\'Create plan\\'']\n""]",12.0,Go to the planner and prepare a plan,Event_162,firefoxPress button in window
11,Recording_34,Process_10,2022-02-22T09:17:40+00:00,Press button in window,Button 'Add task card in To do column' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Add task card in To do column\\'']\n""]",13.0,Go to the planner and prepare a plan,Event_162,firefoxPress button in window
12,Recording_34,Process_10,2022-02-22T09:17:56+00:00,Populate text field in window,Edit 'Task name' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',,,,,,,Populate text field in window
13,Recording_34,Process_10,2022-02-22T09:17:58+00:00,Press button in window,Button 'Set due date' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Set due date\\'']\n""]",15.0,Go to the planner and prepare a plan,Event_162,firefoxPress button in window
14,Recording_34,Process_10,2022-02-22T09:18:01+00:00,Click UI element in window,"Data Item 'February 23, 2022' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox'",firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Data Item \\'February 23, 2022\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -7 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",16.0,Go to the planner and prepare a plan,Event_162,firefoxClick UI element in window
15,Recording_34,Process_10,2022-02-22T09:18:03+00:00,Press button in window,"Button 'Not assigned, Open to assign users to this task' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox'",firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Not assigned, Open to assign users to this task\\'']\n""]",17.0,Go to the planner and prepare a plan,Event_162,firefoxPress button in window
16,Recording_34,Process_10,2022-02-22T09:18:09+00:00,Click UI element in window,List Item 'Name Surname' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['List Item \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 22 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",18.0,Go to the planner and prepare a plan,Event_162,firefoxClick UI element in window
17,Recording_34,Process_10,2022-02-22T09:18:11+00:00,Press button in window,Button 'Add task' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Add task\\'']\n""]",19.0,Go to the planner and prepare a plan,Event_162,firefoxPress button in window
18,Recording_34,Process_10,2022-02-22T09:18:18+00:00,Press button in window,Button 'Open a new tab (Ctrl+T)' in Window 'New Cafeteria suurvey - Planner — Mozilla Firefox',firefox,New Cafeteria suurvey - Planner — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'New Cafeteria suurvey - Planner — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",20.0,Create a form for Employee's feedback on new cafeteria,Event_163,firefoxPress button in window
19,Recording_34,Process_10,2022-02-22T09:18:25+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox',,,,,,,Populate text field in window
20,Recording_34,Process_10,2022-02-22T09:18:25+00:00,Send keys,TextToSend:'{Return}',,,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'google forms' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",22.0,Create a form for Employee's feedback on new cafeteria,Event_163,Send keys
21,Recording_34,Process_10,2022-02-22T09:18:30+00:00,Click UI element in window,Hyperlink 'Free  ...  › forms › about' in Window 'google forms - Google Search — Mozilla Firefox',firefox,google forms - Google Search — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'google forms - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Free  ...  › forms › about\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -53 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",23.0,Create a form for Employee's feedback on new cafeteria,Event_163,firefoxClick UI element in window
22,Recording_34,Process_10,2022-02-22T09:18:33+00:00,Click UI element in window,Hyperlink 'Go to Forms' in Window 'Google  ...  — Mozilla Firefox',firefox,Google Forms: Free Online Form Creator | Google Workspace — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google  ...  — Mozilla Firefox\\'']['Hyperlink \\'Go to Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -8 OffsetY: -8 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",24.0,Create a form for Employee's feedback on new cafeteria,Event_163,firefoxClick UI element in window
23,Recording_34,Process_10,2022-02-22T09:18:38+00:00,Click UI element in window,Image in Window 'Google Forms — Mozilla Firefox',firefox,Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Google Forms — Mozilla Firefox\\'']['Image'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -46 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",25.0,Create a form for Employee's feedback on new cafeteria,Event_163,firefoxClick UI element in window
24,Recording_34,Process_10,2022-02-22T09:18:47+00:00,Populate text field in window,Edit 'Form title' in Window 'Untitled form - Google Forms — Mozilla Firefox',,,,,,,Populate text field in window
25,Recording_34,Process_10,2022-02-22T09:18:51+00:00,Click UI element in window,Edit 'Question title' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Edit \\'Question title\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",27.0,Create a form for Employee's feedback on new cafeteria,Event_163,firefoxClick UI element in window
26,Recording_34,Process_10,2022-02-22T09:19:09+00:00,Populate text field in window,Edit 'Question title' 2 in Window 'Untitled form - Google Forms — Mozilla Firefox',,,,,,,Populate text field in window
27,Recording_34,Process_10,2022-02-22T09:19:13+00:00,Press button in window,Button 'Add Yes' in Window 'Untitled form - Google Forms — Mozilla Firefox',firefox,Untitled form - Google Forms — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Untitled form - Google Forms — Mozilla Firefox\\'']['Button \\'Add Yes\\'']\n""]",29.0,Create a form for Employee's feedback on new cafeteria,Event_163,firefoxPress button in window
