StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
19,Recording_13,Process_11,2022-02-22T11:00:51+00:00,Populate text field in window,Edit in Window 'Start Your  ...  — Mozilla Firefox'; Text:'Kinder garden poem',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit'] Text: 'Kinder garden poem' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",22.0,Generate a new podcast,Event_59,firefoxPopulate text field in window
20,Recording_13,Process_11,2022-02-22T11:01:02+00:00,Populate text field in window,Edit 2 in Window 'Start Your  ...  — Mozilla Firefox'; Text:'poem for school kids',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 2'] Text: 'poem for school kids' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",23.0,Generate a new podcast,Event_59,firefoxPopulate text field in window
21,Recording_13,Process_11,2022-02-22T11:01:15+00:00,Populate text field in window,Edit 3 in Window 'Start Your  ...  — Mozilla Firefox'; Text:'poemfatherfinger',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 3'] Text: 'poemfatherfinger' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",24.0,Generate a new podcast,Event_59,firefoxPopulate text field in window
22,Recording_13,Process_11,2022-02-22T11:01:24+00:00,Set drop-down list value in window,Combo Box in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Combo Box'] OptionsNames: 'English'\n""]",25.0,Generate a new podcast,Event_59,firefoxSet drop-down list value in window
23,Recording_13,Process_11,2022-02-22T11:01:34+00:00,Press button in window,Button 'Next' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Button \\'Next\\'']\n""]",26.0,Generate a new podcast,Event_59,firefoxPress button in window
24,Recording_13,Process_11,2022-02-22T11:01:42+00:00,Populate text field in window,Edit 4 in Window 'Start Your  ...  — Mozilla Firefox'; Text:'Name Surname',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 4'] Text: 'Name Surname' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",27.0,Generate a new podcast,Event_59,firefoxPopulate text field in window
25,Recording_13,Process_11,2022-02-22T11:01:52+00:00,Populate text field in window,Edit 5 in Window 'Start Your  ...  — Mozilla Firefox'; Text:'Email@Domain',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 5'] Text: 'Email@Domain' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",28.0,Generate a new podcast,Event_59,firefoxPopulate text field in window
26,Recording_13,Process_11,2022-02-22T11:01:59+00:00,Populate text field in window,Edit 6 in Window 'Start Your  ...  — Mozilla Firefox'; Text:'JD2022',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 6'] Text: 'JD2022' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",29.0,Generate a new podcast,Event_59,firefoxPopulate text field in window
27,Recording_13,Process_11,2022-02-22T11:02:03+00:00,Press button in window,Button 'Next' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Button \\'Next\\'']\n""]",30.0,Generate a new podcast,Event_59,firefoxPress button in window
28,Recording_13,Process_11,2022-02-22T11:02:09+00:00,Click UI element in window,Edit 4 in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 4'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 145 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",31.0,Generate a new podcast,Event_59,firefoxClick UI element in window
29,Recording_13,Process_11,2022-02-22T11:02:14+00:00,Click UI element in window,List Item 'Performing Arts' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['List Item \\'Performing Arts\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 81 OffsetY: 6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",32.0,Generate a new podcast,Event_59,firefoxClick UI element in window
30,Recording_13,Process_11,2022-02-22T11:02:20+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",33.0,Generate a new podcast,Event_59,Send keys
31,Recording_13,Process_11,2022-02-22T11:02:27+00:00,Press button in window,Button 'Next' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Button \\'Next\\'']\n""]",34.0,Generate a new podcast,Event_59,firefoxPress button in window
32,Recording_13,Process_11,2022-02-22T11:02:40+00:00,Click UI element in window,Hyperlink ' New episode' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Hyperlink \\'\uf067 New episode\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 37 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",35.0,Publish the audio file as new podcast.,Event_60,firefoxClick UI element in window
33,Recording_13,Process_11,2022-02-22T11:02:54+00:00,Populate text field in window,Edit 7 in Window 'Start Your  ...  — Mozilla Firefox'; Text:'Father finger poem',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit 7'] Text: 'Father finger poem' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",36.0,Publish the audio file as new podcast.,Event_60,firefoxPopulate text field in window
34,Recording_13,Process_11,2022-02-22T11:02:58+00:00,Click UI element in window,UI Custom in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 106 OffsetY: 14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",37.0,Publish the audio file as new podcast.,Event_60,firefoxClick UI element in window
35,Recording_13,Process_11,2022-02-22T11:03:00+00:00,Send keys,TextToSend:'{LShiftKey}(P)oem for school kids',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(P)oem{Space}for{Space}school{Space}kids'\n""]",38.0,Publish the audio file as new podcast.,Event_60,Send keys
36,Recording_13,Process_11,2022-02-22T11:03:08+00:00,Click UI element in window,Spinner in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Spinner'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 42 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",39.0,Publish the audio file as new podcast.,Event_60,firefoxClick UI element in window
37,Recording_13,Process_11,2022-02-22T11:03:09+00:00,Send keys,TextToSend:'1',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '1'\n""]",40.0,Publish the audio file as new podcast.,Event_60,Send keys
38,Recording_13,Process_11,2022-02-22T11:03:11+00:00,Click UI element in window,Spinner 2 in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Spinner 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 59 OffsetY: 12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",41.0,Publish the audio file as new podcast.,Event_60,firefoxClick UI element in window
39,Recording_13,Process_11,2022-02-22T11:03:12+00:00,Send keys,TextToSend:'1',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '1'\n""]",42.0,Publish the audio file as new podcast.,Event_60,Send keys
40,Recording_13,Process_11,2022-02-22T11:03:25+00:00,Click UI element in window,Edit 'Full' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit \\'Full\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",43.0,Publish the audio file as new podcast.,Event_60,firefoxClick UI element in window
41,Recording_13,Process_11,2022-02-22T11:03:47+00:00,Click UI element in window,Edit 'Upload audio file' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.Click Element: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Edit \\'Upload audio file\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 0 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",53.0,Publish the audio file as new podcast.,Event_60,firefoxClick UI element in window
42,Recording_13,Process_11,2022-02-22T11:04:47+00:00,Click UI element in window,Tree Item 'Desktop' in Window 'File Explorer',explorer,File Explorer,"[""UIAutomation.Click Element: appmask['Window \\'File Explorer\\'']['Tree Item \\'Desktop\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",54.0,Publish the audio file as new podcast.,Event_60,explorerClick UI element in window
43,Recording_13,Process_11,2022-02-22T11:04:53+00:00,Click UI element in window,Edit 'Name' in Window 'Desktop',explorer,Desktop,"[""UIAutomation.Click Element: appmask['Window \\'Desktop\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 36 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",57.0,Publish the audio file as new podcast.,Event_60,explorerClick UI element in window
44,Recording_13,Process_11,2022-02-22T11:05:18+00:00,Press button in window,Button 'Open' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Button \\'Open\\'']\n""]",58.0,Publish the audio file as new podcast.,Event_60,firefoxPress button in window
45,Recording_13,Process_11,2022-02-22T11:05:27+00:00,Press button in window,Button 'Publish now' in Window 'Start Your  ...  — Mozilla Firefox',firefox,Start Your Podcast for Free - RSS.com — Mozilla Firefox,"[""UIAutomation.PressButton Button: appmask['Window \\'Start Your  ...  — Mozilla Firefox\\'']['Button \\'Publish now\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Publish the audio file as new podcast.,Event_60,firefoxPress button in window
0,Recording_23,Process_4,2022-02-21T08:53:14+00:00,Press button in window,Button 'Type here to search' in TaskBar,,,"[""UIAutomation.PressButton Button: appmask['TaskBar']['Button \\'Type here to search\\'']\n""]",2.0,Open note taking app having employees' new role information,Event_105,Press button in window
1,Recording_23,Process_4,2022-02-21T08:53:20+00:00,Populate text field in window,Edit 'Search box' in Window 'Search'; Text:'onenote',SearchApp,Search,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Search\\'']['Edit \\'Search box\\''] Text: 'onenote' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",3.0,Open note taking app having employees' new role information,Event_105,SearchAppPopulate text field in window
2,Recording_23,Process_4,2022-02-21T08:53:27+00:00,Click UI element in window,List Item 'OneNote  ...  to switch preview' in Window 'Search',SearchApp,Search,"[""UIAutomation.Click Element: appmask['Window \\'Search\\'']['List Item \\'OneNote  ...  to switch preview\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 65 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",4.0,Open note taking app having employees' new role information,Event_105,SearchAppClick UI element in window
3,Recording_23,Process_4,2022-02-21T08:53:31+00:00,Press button in window,Button 'Click to view other notebooks   Update role in admin centre Documents ‎» OneNote Notebooks' in Window 'Update role in admin centre - OneNote',ONENOTE,Update role in admin centre - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Update role in admin centre - OneNote\\'']['Button \\'Click to view other notebooks   Update role in admin centre Documents \u200e» OneNote Notebooks\\'']\n""]",5.0,Open note taking app having employees' new role information,Event_105,ONENOTEPress button in window
4,Recording_23,Process_4,2022-02-21T08:53:35+00:00,Press button in window,Button 'Notebook Update role in admin centre Documents ‎» OneNote Notebooks' in Window 'Update role in admin centre - OneNote',ONENOTE,Update role in admin centre - OneNote,"[""UIAutomation.PressButton Button: appmask['Window \\'Update role in admin centre - OneNote\\'']['Button \\'Notebook Update role in admin centre Documents \u200e» OneNote Notebooks\\'']\n""]",6.0,Open note taking app having employees' new role information,Event_105,ONENOTEPress button in window
5,Recording_23,Process_4,2022-02-21T08:53:39+00:00,Click UI element in window,Document 'OneNote current page' in Window 'Update role in admin centre - OneNote',ONENOTE,Update role in admin centre - OneNote,"[""UIAutomation.Click Element: appmask['Window \\'Update role in admin centre - OneNote\\'']['Document \\'OneNote current page\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 299 OffsetY: 194 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",7.0,Open note taking app having employees' new role information,Event_105,ONENOTEClick UI element in window
6,Recording_23,Process_4,2022-02-21T08:53:47+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",8.0,Go to the company's employee directory,Event_106,Select menu option in window
7,Recording_23,Process_4,2022-02-21T08:53:51+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox (Private Browsing)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 34 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",9.0,Go to the company's employee directory,Event_106,Click UI element in window
8,Recording_23,Process_4,2022-02-21T08:53:59+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'o365',firefox,Mozilla Firefox (Private Browsing),"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",10.0,Go to the company's employee directory,Event_106,firefoxPopulate text field in window
9,Recording_23,Process_4,2022-02-21T08:54:00+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",11.0,Go to the company's employee directory,Event_106,Send keys
10,Recording_23,Process_4,2022-02-21T08:54:03+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)',firefox,o365 - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'o365 -  ...  (Private Browsing)\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",12.0,Go to the company's employee directory,Event_106,firefoxClick UI element in window
11,Recording_23,Process_4,2022-02-21T08:54:12+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Menu Item \\'App launcher\\'']\n""]",13.0,Go to the company's employee directory,Event_106,firefoxSelect menu option in window
12,Recording_23,Process_4,2022-02-21T08:54:17+00:00,Click UI element in window,Hyperlink 'Admin' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Hyperlink \\'Admin\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",14.0,Go to the company's employee directory,Event_106,firefoxClick UI element in window
13,Recording_23,Process_4,2022-02-21T08:54:28+00:00,Select menu option in window,Menu Item 'Users' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Users\\'']\n""]",15.0,Make the changes as mentioned in file,Event_107,firefoxSelect menu option in window
14,Recording_23,Process_4,2022-02-21T08:54:32+00:00,Select menu option in window,Menu Item 'Active users' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Active users\\'']\n""]",16.0,Make the changes as mentioned in file,Event_107,firefoxSelect menu option in window
